Member Number,Animal Type,Animal Name,Gender,D.o.B,Primary Breed,Purpose,Status (if Cow),Acquisition,farming Type,Feeding & Milking Habits,Feed Type,Photograph Ref.
07786,Cattle,Papaya,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07788,Cattle,Butter,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
07790,Cattle,Galaher,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
07793,Cattle,Gabriella,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
07795,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
07799,Cattle,Kendi,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07803,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07805,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07812,Cattle,July,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07819,Cattle,Valentine,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07823,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07828,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07833,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
07838,Cattle,Papaya,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07843,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07851,Cattle,Galaher,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
07855,Cattle,Pamela,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
07864,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07869,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07870,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07873,Cattle,Mischief,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07883,Cattle,Jennifer,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07887,Cattle,Junior,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07888,Cattle,Jata,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
07891,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
07896,Cattle,Amo 34,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
07904,Cattle,Rark,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
07905,Cattle,Scribe,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07906,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07912,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07913,Cattle,Mary,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07914,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07916,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07917,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07924,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
07926,Cattle,Motho,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07928,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07930,Cattle,Kamandura,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
07931,Cattle,Mwai,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
07937,Cattle,Justina,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07940,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07944,Cattle,Runana,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07945,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07950,Cattle,Hellena,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07951,Cattle,Karendi,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07952,Cattle,Jennifer,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
07955,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
07959,Cattle,Jata,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
07965,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
07968,Cattle,Amo 34,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07970,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07972,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07974,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07988,Cattle,Security,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
07993,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07994,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
07997,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08000,Cattle,Duma,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08001,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08004,Cattle,Motho,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08007,Cattle,Junior,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08008,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08009,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08011,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08013,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08014,Cattle,Valentine,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08021,Cattle,Suzzana,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08022,Cattle,Tintin,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08097,Cattle,Champion,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08103,Cattle,Papaya,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08134,Cattle,Butter,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
08145,Cattle,Galaher,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08301,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08313,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08366,Cattle,Kendi,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08367,Cattle,Mwai,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08406,Cattle,Buster,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08435,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08445,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08447,Cattle,Suzzana,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08455,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08458,Cattle,Champion,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08460,Cattle,Papaya,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08461,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08464,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08466,Cattle,Pamela,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08473,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08474,Cattle,Tele,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08482,Cattle,Tomboy,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08490,Cattle,Mischief,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08491,Cattle,Jennifer,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08504,Cattle,Junior,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08506,Cattle,Jata,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
08507,Cattle,Kamburu,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08514,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08521,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08525,Cattle,Scribe,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08526,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08529,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08541,Cattle,Mary,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08542,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08544,Cattle,Rironi Kanini,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08545,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08550,Cattle,Bater,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08556,Cattle,Motho,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08559,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08560,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08562,Cattle,Mwai,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08565,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08566,Cattle,Pamela,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08569,Cattle,Justice,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08574,Cattle,Tele,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08576,Cattle,Tomboy,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08578,Cattle,Mischief,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08581,Cattle,Jennifer,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
08582,Cattle,Junior,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08583,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08585,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08589,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08598,Cattle,Rark,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08604,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08606,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08609,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08610,Cattle,Mary,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08611,Cattle,Tharuni ,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08612,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08615,Cattle,Duma,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08616,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08618,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08619,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08620,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08623,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08631,Cattle,Justina,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08637,Cattle,Reddi,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08638,Cattle,Runana,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08645,Cattle,Justice,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08648,Cattle,Hellena,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
08651,Cattle,Karendi,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08652,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08656,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08659,Cattle,Jata,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08661,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08662,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08663,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08665,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08670,Cattle,Good Boy,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08673,Cattle,Security,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08674,Cattle,Mary,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08676,Cattle,Tharuni ,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08682,Cattle,Rironi Kanini,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08685,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08686,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08693,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08694,Cattle,Junior,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08699,Cattle,Kamandura,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08700,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08710,Cattle,Buster,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08712,Cattle,July,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08718,Cattle,Valentine,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
08723,Cattle,Suzzana,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08724,Cattle,Tintin,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08729,Cattle,Justina,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08730,Cattle,Reddi,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08733,Cattle,Runana,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08734,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08735,Cattle,Hellena,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08742,Cattle,Karendi,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08745,Cattle,Jennifer,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08747,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08749,Cattle,Jata,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08751,Cattle,Kamburu,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08752,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08753,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08764,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08767,Cattle,Good Boy,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08768,Cattle,Security,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08769,Cattle,Mary,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08770,Cattle,Tharuni ,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08771,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08774,Cattle,Duma,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08776,Cattle,Bater,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
08779,Cattle,Motho,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08780,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08788,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08792,Cattle,Mwai,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08794,Cattle,Buster,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08797,Cattle,July,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08799,Cattle,Valentine,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08801,Cattle,Suzzana,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08802,Cattle,Tintin,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08805,Cattle,Champion,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08806,Cattle,Papaya,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08808,Cattle,Butter,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08813,Cattle,Galaher,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08814,Cattle,Gabriella,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08815,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08817,Cattle,Kendi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08819,Cattle,Mwai,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08820,Cattle,Buster,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08821,Cattle,July,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08823,Cattle,Valentine,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08824,Cattle,Suzzana,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08825,Cattle,Tintin,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
08826,Cattle,Champion,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08829,Cattle,Papaya,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08831,Cattle,Butter,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08832,Cattle,Galaher,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08835,Cattle,Pamela,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08839,Cattle,Justice,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08841,Cattle,Tele,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08842,Cattle,Tomboy,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08843,Cattle,Mischief,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08847,Cattle,Jennifer,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08848,Cattle,Junior,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08849,Cattle,Jata,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08855,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08856,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08858,Cattle,Rark,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08860,Cattle,Scribe,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08861,Cattle,Good Boy,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08863,Cattle,Security,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08864,Cattle,Mary,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08870,Cattle,Tharuni ,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08872,Cattle,Rironi Kanini,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08879,Cattle,Duma,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
08880,Cattle,Bater,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08884,Cattle,Motho,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08885,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08886,Cattle,Kamandura,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08887,Cattle,Mwai,Female,,Freshian,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08893,Cattle,Justina,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08895,Cattle,Reddi,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08896,Cattle,Runana,Female,,Freshian,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08898,Cattle,Justice,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08899,Cattle,Hellena,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08901,Cattle,Karendi,Female,,Freshian,Milk,Dry,Birth,Zero,2xDay,"Grass, Suppliment",
08902,Cattle,Jennifer,Female,,Freshian,Milk,Dry,Birth,Grazing,2xDay,"Grass, Suppliment",
08903,Cattle,Junior,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08904,Cattle,Jata,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08906,Cattle,Kamburu,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08907,Cattle,Amo 34,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08909,Cattle,Rark,Female,,Ayshire,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08910,Cattle,Scribe,Female,,Red Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08911,Cattle,Good Boy,Female,,Ayshire,Milk,Producing,Birth,Grazing,2xDay,"Grass, Suppliment",
08912,Cattle,Security,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08913,Cattle,Mary,Female,,Freshian,Milk,Dry,Purchase,Zero,2xDay,"Grass, Suppliment",
08914,Cattle,Tharuni ,Female,,Freshian,Milk,Dry,Purchase,Grazing,2xDay,"Grass, Suppliment",
08917,Cattle,Rironi Kanini,Female,,Ayshire,Milk,Producing,Purchase,Zero,2xDay,"Grass, Suppliment",
08919,Cattle,Duma,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
08920,Cattle,Bater,Female,,Freshian,Milk,Producing,Birth,Zero,2xDay,"Grass, Suppliment",
