Type,Date,Member Number,Class,Amount
Credit Sale,08.10.2010,01063,Store Credit,"2,090.00"
Credit Sale,08.10.2010,01658,Store Credit,"2,370.00"
Credit Sale,08.10.2010,01699,Store Credit,880.00
Credit Sale,08.10.2010,01780,Store Credit,745.00
Credit Sale,08.10.2010,02073,Store Credit,"1,270.00"
Credit Sale,08.10.2010,02170,Store Credit,380.00
Credit Sale,08.10.2010,02250,Store Credit,"1,270.00"
Credit Sale,08.10.2010,02357,Store Credit,"1,270.00"
Credit Sale,08.10.2010,02466,Store Credit,565.00
Credit Sale,08.10.2010,02466,Store Credit,129.00
Credit Sale,08.10.2010,02573,Store Credit,650.00
Credit Sale,08.10.2010,02596,Store Credit,650.00
Credit Sale,08.10.2010,02633,AIServices,"1,000.00"
Credit Sale,08.10.2010,02818,Store Credit,650.00
Credit Sale,08.10.2010,02826,Store Credit,190.00
Credit Sale,08.10.2010,02961,Store Credit,"1,100.00"
Credit Sale,08.10.2010,02998,Store Credit,"2,540.00"
Credit Sale,08.10.2010,03135,AIServices,600.00
Credit Sale,08.10.2010,03148,Store Credit,420.00
Credit Sale,08.10.2010,03165,Store Credit,420.00
Credit Sale,09.10.2010,00189,Store Credit,"1,420.00"
Credit Sale,09.10.2010,00189,Store Credit,420.00
Credit Sale,09.10.2010,00259,Store Credit,"2,590.00"
Credit Sale,09.10.2010,00320,AIServices,600.00
Credit Sale,09.10.2010,00563,Clinical Services,"1,100.00"
Credit Sale,09.10.2010,01167,Store Credit,"2,950.00"
Credit Sale,09.10.2010,01421,Store Credit,643.00
Credit Sale,09.10.2010,01435,Store Credit,"1,420.00"
Credit Sale,09.10.2010,01562,Store Credit,"1,545.00"
Credit Sale,09.10.2010,01905,Store Credit,"3,000.00"
Credit Sale,09.10.2010,02000,Store Credit,"4,560.00"
Credit Sale,09.10.2010,02002,Store Credit,340.00
Credit Sale,09.10.2010,02021,Store Credit,"1,250.00"
Credit Sale,09.10.2010,02062,Store Credit,298.00
Credit Sale,09.10.2010,02145,Store Credit,"1,565.00"
Credit Sale,09.10.2010,02184,Store Credit,"1,250.00"
Credit Sale,09.10.2010,02222,AIServices,600.00
Credit Sale,09.10.2010,02300,Store Credit,"1,670.00"
Credit Sale,09.10.2010,02313,Store Credit,"6,760.00"
Credit Sale,09.10.2010,02380,AIServices,"1,000.00"
Credit Sale,09.10.2010,02380,Store Credit,"5,080.00"
Credit Sale,09.10.2010,02383,Clinical Services,900.00
Credit Sale,09.10.2010,02453,Store Credit,"1,420.00"
Credit Sale,09.10.2010,02583,Clinical Services,500.00
Credit Sale,09.10.2010,02610,Store Credit,460.00
Credit Sale,09.10.2010,02633,Store Credit,"2,078.00"
Credit Sale,09.10.2010,02706,Store Credit,"1,640.00"
Credit Sale,09.10.2010,02787,Store Credit,420.00
Credit Sale,09.10.2010,02842,Store Credit,298.00
Credit Sale,09.10.2010,02871,Store Credit,"1,250.00"
Credit Sale,09.10.2010,02938,Store Credit,593.00
Credit Sale,09.10.2010,03006,Store Credit,"5,715.00"
Credit Sale,09.10.2010,03149,Store Credit,"1,613.00"
Credit Sale,09.10.2010,03188,AIServices,"1,000.00"
Credit Sale,10.10.2010,01129,AIServices,600.00
Credit Sale,10.10.2010,02113,Store Credit,129.00
Credit Sale,10.10.2010,02364,Store Credit,650.00
Credit Sale,10.10.2010,02496,Store Credit,"1,720.00"
Credit Sale,10.10.2010,02499,Store Credit,129.00
Credit Sale,10.10.2010,02583,AIServices,"1,000.00"
Credit Sale,10.10.2010,02583,AIServices,"1,000.00"
Credit Sale,10.10.2010,02870,Store Credit,193.00
Credit Sale,11.10.2010,00057,Store Credit,"1,270.00"
Credit Sale,11.10.2010,00173,Store Credit,"1,270.00"
Credit Sale,11.10.2010,00231,AIServices,"1,000.00"
Credit Sale,11.10.2010,00250,Store Credit,126.00
Credit Sale,11.10.2010,00258,Store Credit,"2,620.00"
Credit Sale,11.10.2010,00367,Store Credit,"2,570.00"
Credit Sale,11.10.2010,00613,Store Credit,"1,330.00"
Credit Sale,11.10.2010,00623,Store Credit,"1,270.00"
Credit Sale,11.10.2010,00664,Store Credit,"1,250.00"
Credit Sale,11.10.2010,00687,Store Credit,"1,250.00"
Credit Sale,11.10.2010,00719,Store Credit,"1,250.00"
Credit Sale,11.10.2010,01093,Store Credit,"1,270.00"
Credit Sale,11.10.2010,01118,Store Credit,298.00
Credit Sale,11.10.2010,01288,Store Credit,"1,420.00"
Credit Sale,11.10.2010,01342,Store Credit,840.00
Credit Sale,11.10.2010,01377,Store Credit,"1,100.00"
Credit Sale,11.10.2010,01435,Store Credit,230.00
Credit Sale,11.10.2010,01510,Store Credit,295.00
Credit Sale,11.10.2010,01582,Store Credit,"1,443.00"
Credit Sale,11.10.2010,01596,Store Credit,650.00
Credit Sale,11.10.2010,01612,Store Credit,"2,070.00"
Credit Sale,11.10.2010,01743,Store Credit,"2,785.00"
Credit Sale,11.10.2010,01849,Store Credit,"1,250.00"
Credit Sale,11.10.2010,01950,Store Credit,"1,270.00"
Credit Sale,11.10.2010,02018,Store Credit,"3,810.00"
Credit Sale,11.10.2010,02062,Store Credit,"1,420.00"
Credit Sale,11.10.2010,02095,Store Credit,996.00
Credit Sale,11.10.2010,02100,Store Credit,"1,260.00"
Credit Sale,11.10.2010,02277,Store Credit,"1,300.00"
Credit Sale,11.10.2010,02633,Store Credit,510.00
Credit Sale,11.10.2010,02842,Clinical Services,"1,500.00"
Credit Sale,11.10.2010,02873,Clinical Services,"1,100.00"
Credit Sale,11.10.2010,02892,Store Credit,"1,420.00"
Credit Sale,11.10.2010,03063,Store Credit,295.00
Credit Sale,11.10.2010,03145,Store Credit,"1,920.00"
Credit Sale,12.10.2010,00087,Store Credit,"1,650.00"
Credit Sale,12.10.2010,00292,Store Credit,650.00
Credit Sale,12.10.2010,00298,Store Credit,230.00
Credit Sale,12.10.2010,00375,Store Credit,"1,690.00"
Credit Sale,12.10.2010,00585,Clinical Services,"1,000.00"
Credit Sale,12.10.2010,00680,Store Credit,"1,920.00"
Credit Sale,12.10.2010,00844,Store Credit,420.00
Credit Sale,12.10.2010,00957,Store Credit,"1,270.00"
Credit Sale,12.10.2010,01060,Store Credit,"1,270.00"
Credit Sale,12.10.2010,01070,Store Credit,"2,760.00"
Credit Sale,12.10.2010,01345,Store Credit,"1,370.00"
Credit Sale,12.10.2010,01353,Store Credit,650.00
Credit Sale,12.10.2010,01491,Store Credit,"1,420.00"
Credit Sale,12.10.2010,01491,Store Credit,779.00
Credit Sale,12.10.2010,01810,AIServices,"1,000.00"
Credit Sale,12.10.2010,01989,Store Credit,"3,470.00"
Credit Sale,12.10.2010,02002,Store Credit,"1,370.00"
Credit Sale,12.10.2010,02086,Store Credit,140.00
Credit Sale,12.10.2010,02113,Store Credit,"1,270.00"
Credit Sale,12.10.2010,02276,Store Credit,"1,270.00"
Credit Sale,12.10.2010,02392,Store Credit,"1,520.00"
Credit Sale,12.10.2010,02471,Store Credit,"1,250.00"
Credit Sale,12.10.2010,02496,Store Credit,129.00
Credit Sale,12.10.2010,02534,Store Credit,700.00
Credit Sale,12.10.2010,02745,Store Credit,840.00
Credit Sale,12.10.2010,02801,Store Credit,"1,270.00"
Credit Sale,12.10.2010,02904,Store Credit,"1,950.00"
Credit Sale,12.10.2010,03019,AIServices,600.00
Credit Sale,12.10.2010,03056,Store Credit,440.00
Credit Sale,12.10.2010,03063,Store Credit,170.00
Credit Sale,13.10.2010,00630,Store Credit,"1,870.00"
Credit Sale,13.10.2010,00664,Store Credit,400.00
Credit Sale,13.10.2010,00772,Store Credit,"1,399.00"
Credit Sale,13.10.2010,00863,Store Credit,"1,220.00"
Credit Sale,13.10.2010,00998,Store Credit,270.00
Credit Sale,13.10.2010,01077,Clinical Services,"2,400.00"
Credit Sale,13.10.2010,01153,Store Credit,129.00
Credit Sale,13.10.2010,01265,Store Credit,"1,420.00"
Credit Sale,13.10.2010,01303,Store Credit,"1,030.00"
Credit Sale,13.10.2010,01306,Store Credit,"1,270.00"
Credit Sale,13.10.2010,01488,Store Credit,"2,540.00"
Credit Sale,13.10.2010,01529,Store Credit,"1,300.00"
Credit Sale,13.10.2010,01787,Store Credit,"1,920.00"
Credit Sale,13.10.2010,01795,Store Credit,"4,395.00"
Credit Sale,13.10.2010,01936,Store Credit,"2,500.00"
Credit Sale,13.10.2010,02119,Store Credit,298.00
Credit Sale,13.10.2010,02221,Store Credit,"1,270.00"
Credit Sale,13.10.2010,02226,Store Credit,650.00
Credit Sale,13.10.2010,02250,Store Credit,"1,270.00"
Credit Sale,13.10.2010,02365,Store Credit,"2,050.00"
Credit Sale,13.10.2010,02411,Store Credit,"1,518.00"
Credit Sale,13.10.2010,02583,Clinical Services,"1,500.00"
Credit Sale,13.10.2010,02688,Store Credit,340.00
Credit Sale,13.10.2010,02850,Store Credit,"1,920.00"
Credit Sale,13.10.2010,02861,Store Credit,"1,400.00"
Credit Sale,13.10.2010,02882,Store Credit,193.00
Credit Sale,13.10.2010,02902,Store Credit,340.00
Credit Sale,13.10.2010,02957,Store Credit,230.00
Credit Sale,13.10.2010,02979,Store Credit,779.00
Credit Sale,13.10.2010,03149,Store Credit,298.00
Credit Sale,13.10.2010,03174,Store Credit,"1,135.00"
Credit Sale,14.10.2010,00034,Store Credit,"6,100.00"
Credit Sale,14.10.2010,00056,Store Credit,"2,540.00"
Credit Sale,14.10.2010,00214,Clinical Services,750.00
Credit Sale,14.10.2010,00234,Store Credit,550.00
Credit Sale,14.10.2010,00380,Store Credit,870.00
Credit Sale,14.10.2010,00388,AIServices,"1,000.00"
Credit Sale,14.10.2010,00635,Store Credit,650.00
Credit Sale,14.10.2010,00710,AIServices,600.00
Credit Sale,14.10.2010,00794,Store Credit,770.00
Credit Sale,14.10.2010,00922,AIServices,"1,000.00"
Credit Sale,14.10.2010,01345,Store Credit,670.00
Credit Sale,14.10.2010,01464,Store Credit,"1,270.00"
Credit Sale,14.10.2010,01763,Clinical Services,800.00
Credit Sale,14.10.2010,01959,Store Credit,"1,420.00"
Credit Sale,14.10.2010,01998,Store Credit,"1,000.00"
Credit Sale,14.10.2010,02000,Store Credit,"2,360.00"
Credit Sale,14.10.2010,02171,Store Credit,"1,420.00"
Credit Sale,14.10.2010,02250,Store Credit,193.00
Credit Sale,14.10.2010,02380,Clinical Services,700.00
Credit Sale,14.10.2010,02380,Clinical Services,800.00
Credit Sale,14.10.2010,02407,Store Credit,"1,420.00"
Credit Sale,14.10.2010,02412,Store Credit,"1,410.00"
Credit Sale,14.10.2010,02496,AIServices,600.00
Credit Sale,14.10.2010,02654,Store Credit,129.00
Credit Sale,14.10.2010,02658,Store Credit,"1,420.00"
Credit Sale,14.10.2010,02712,Store Credit,"1,270.00"
Credit Sale,14.10.2010,02821,Store Credit,"1,420.00"
Credit Sale,14.10.2010,02842,Clinical Services,"1,400.00"
Credit Sale,14.10.2010,02858,Store Credit,"1,270.00"
Credit Sale,14.10.2010,02859,Store Credit,380.00
Credit Sale,14.10.2010,02892,Clinical Services,800.00
Credit Sale,14.10.2010,02935,AIServices,"1,000.00"
Credit Sale,14.10.2010,02952,AIServices,"1,000.00"
Credit Sale,14.10.2010,03124,Store Credit,"3,810.00"
Credit Sale,15.10.2010,00339,Store Credit,"2,793.00"
Credit Sale,15.10.2010,00577,Store Credit,"1,070.00"
Credit Sale,15.10.2010,00706,AIServices,600.00
Credit Sale,15.10.2010,00897,Store Credit,"2,640.00"
Credit Sale,15.10.2010,01022,Store Credit,"1,070.00"
Credit Sale,15.10.2010,01024,Store Credit,"2,330.00"
Credit Sale,15.10.2010,01118,Store Credit,"2,550.00"
Credit Sale,15.10.2010,01163,Store Credit,460.00
Credit Sale,15.10.2010,01303,Store Credit,"2,050.00"
Credit Sale,15.10.2010,01369,AIServices,600.00
Credit Sale,15.10.2010,01687,Store Credit,"1,250.00"
Credit Sale,15.10.2010,01789,Clinical Services,200.00
Credit Sale,15.10.2010,01818,Store Credit,"1,420.00"
Credit Sale,15.10.2010,01994,Store Credit,"7,360.00"
Credit Sale,15.10.2010,01998,Store Credit,"3,840.00"
Credit Sale,15.10.2010,02120,Store Credit,295.00
Credit Sale,15.10.2010,02170,Store Credit,"1,420.00"
Credit Sale,15.10.2010,02194,Store Credit,420.00
Credit Sale,15.10.2010,02276,Store Credit,420.00
Credit Sale,15.10.2010,02313,Clinical Services,"1,200.00"
Credit Sale,15.10.2010,02336,Store Credit,510.00
Credit Sale,15.10.2010,02336,Store Credit,193.00
Credit Sale,15.10.2010,02380,Store Credit,"4,460.00"
Credit Sale,15.10.2010,02583,Store Credit,"3,480.00"
Credit Sale,15.10.2010,02846,Store Credit,"1,040.00"
Credit Sale,15.10.2010,02876,Clinical Services,"2,760.00"
Credit Sale,15.10.2010,02957,Store Credit,840.00
Credit Sale,15.10.2010,03182,Store Credit,"1,300.00"
Credit Sale,16.10.2010,00048,Store Credit,650.00
Credit Sale,16.10.2010,00320,Store Credit,650.00
Credit Sale,16.10.2010,00407,Store Credit,"1,270.00"
Credit Sale,16.10.2010,00440,Store Credit,645.00
Credit Sale,16.10.2010,00716,Store Credit,"1,270.00"
Credit Sale,16.10.2010,00954,Store Credit,420.00
Credit Sale,16.10.2010,01012,Store Credit,280.00
Credit Sale,16.10.2010,01119,Store Credit,"2,348.00"
Credit Sale,16.10.2010,01144,Store Credit,"1,070.00"
Credit Sale,16.10.2010,01233,Store Credit,380.00
Credit Sale,16.10.2010,01542,Store Credit,650.00
Credit Sale,16.10.2010,01712,Store Credit,"1,270.00"
Credit Sale,16.10.2010,01778,Store Credit,550.00
Credit Sale,16.10.2010,01827,Store Credit,420.00
Credit Sale,16.10.2010,01850,Store Credit,"2,340.00"
Credit Sale,16.10.2010,01895,Store Credit,420.00
Credit Sale,16.10.2010,01989,Store Credit,650.00
Credit Sale,16.10.2010,02161,Clinical Services,600.00
Credit Sale,16.10.2010,02250,Store Credit,420.00
Credit Sale,16.10.2010,02478,Store Credit,"1,270.00"
Credit Sale,16.10.2010,02543,Store Credit,380.00
Credit Sale,16.10.2010,02633,Store Credit,"1,250.00"
Credit Sale,16.10.2010,02649,Store Credit,298.00
Credit Sale,16.10.2010,02664,Store Credit,"1,270.00"
Credit Sale,16.10.2010,02671,Store Credit,650.00
Credit Sale,16.10.2010,02722,Store Credit,420.00
Credit Sale,16.10.2010,02743,Store Credit,"1,840.00"
Credit Sale,16.10.2010,02745,Store Credit,193.00
Credit Sale,16.10.2010,02745,Store Credit,"1,565.00"
Credit Sale,16.10.2010,02787,Store Credit,"1,545.00"
Credit Sale,16.10.2010,02855,Store Credit,"1,270.00"
Credit Sale,16.10.2010,02882,Store Credit,"4,095.00"
Credit Sale,16.10.2010,03019,Store Credit,"1,400.00"
Credit Sale,16.10.2010,03184,Store Credit,541.00
Credit Sale,17.10.2010,00585,AIServices,600.00
Credit Sale,17.10.2010,01163,Store Credit,298.00
Credit Sale,17.10.2010,01226,AIServices,"1,000.00"
Credit Sale,17.10.2010,01274,Clinical Services,"1,000.00"
Credit Sale,17.10.2010,02380,AIServices,"1,000.00"
Credit Sale,17.10.2010,02390,Store Credit,"1,420.00"
Credit Sale,17.10.2010,02425,Store Credit,298.00
Credit Sale,17.10.2010,03192,Store Credit,"1,250.00"
Credit Sale,18.10.2010,00152,Store Credit,"2,540.00"
Credit Sale,18.10.2010,00165,Store Credit,"1,100.00"
Credit Sale,18.10.2010,00250,Store Credit,"1,100.00"
Credit Sale,18.10.2010,00388,Store Credit,189.00
Credit Sale,18.10.2010,00388,Store Credit,230.00
Credit Sale,18.10.2010,00454,Store Credit,"1,420.00"
Credit Sale,18.10.2010,00710,AIServices,600.00
Credit Sale,18.10.2010,00776,Store Credit,"1,910.00"
Credit Sale,18.10.2010,00957,Store Credit,680.00
Credit Sale,18.10.2010,01167,Store Credit,"2,950.00"
Credit Sale,18.10.2010,01258,Store Credit,295.00
Credit Sale,18.10.2010,01265,Store Credit,"1,680.00"
Credit Sale,18.10.2010,01303,Store Credit,"1,070.00"
Credit Sale,18.10.2010,01340,Store Credit,"1,100.00"
Credit Sale,18.10.2010,01349,Store Credit,567.00
Credit Sale,18.10.2010,01519,Store Credit,"1,565.00"
Credit Sale,18.10.2010,01628,Store Credit,"1,640.00"
Credit Sale,18.10.2010,01696,Store Credit,"1,270.00"
Credit Sale,18.10.2010,01702,Store Credit,270.00
Credit Sale,18.10.2010,01748,Clinical Services,800.00
Credit Sale,18.10.2010,02000,Store Credit,"1,100.00"
Credit Sale,18.10.2010,02046,Store Credit,420.00
Credit Sale,18.10.2010,02093,Store Credit,189.00
Credit Sale,18.10.2010,02113,Store Credit,"1,420.00"
Credit Sale,18.10.2010,02177,Store Credit,"1,420.00"
Credit Sale,18.10.2010,02220,Store Credit,129.00
Credit Sale,18.10.2010,02221,Store Credit,129.00
Credit Sale,18.10.2010,02313,Clinical Services,550.00
Credit Sale,18.10.2010,02412,Store Credit,"2,760.00"
Credit Sale,18.10.2010,02583,AIServices,"1,000.00"
Credit Sale,18.10.2010,02583,AIServices,"1,000.00"
Credit Sale,18.10.2010,02672,Store Credit,"1,379.00"
Credit Sale,18.10.2010,02706,Store Credit,420.00
Credit Sale,18.10.2010,02729,Store Credit,"1,495.00"
Credit Sale,18.10.2010,02782,Store Credit,"2,070.00"
Credit Sale,18.10.2010,03006,Clinical Services,500.00
Credit Sale,18.10.2010,03041,Store Credit,380.00
Credit Sale,18.10.2010,03062,Store Credit,700.00
Credit Sale,19.10.2010,00083,Store Credit,420.00
Credit Sale,19.10.2010,00579,Store Credit,"1,270.00"
Credit Sale,19.10.2010,01124,Clinical Services,600.00
Credit Sale,19.10.2010,01136,Store Credit,"2,320.00"
Credit Sale,19.10.2010,01385,AIServices,600.00
Credit Sale,19.10.2010,01732,Store Credit,298.00
Credit Sale,19.10.2010,01763,Store Credit,193.00
Credit Sale,19.10.2010,01787,Store Credit,"1,490.00"
Credit Sale,19.10.2010,02018,Clinical Services,600.00
Credit Sale,19.10.2010,02062,Store Credit,"3,375.00"
Credit Sale,19.10.2010,02310,Store Credit,"1,690.00"
Credit Sale,19.10.2010,02364,Store Credit,129.00
Credit Sale,19.10.2010,02442,Store Credit,298.00
Credit Sale,19.10.2010,02496,Store Credit,650.00
Credit Sale,19.10.2010,02496,Store Credit,"1,270.00"
Credit Sale,19.10.2010,02531,Store Credit,675.00
Credit Sale,19.10.2010,02549,Store Credit,650.00
Credit Sale,19.10.2010,02724,Store Credit,"3,480.00"
Credit Sale,19.10.2010,02795,Store Credit,650.00
Credit Sale,19.10.2010,02852,Store Credit,"1,300.00"
Credit Sale,19.10.2010,02892,Store Credit,193.00
Credit Sale,19.10.2010,02935,Store Credit,650.00
Credit Sale,19.10.2010,02966,Store Credit,"3,890.00"
Credit Sale,19.10.2010,03140,Store Credit,650.00
Credit Sale,19.10.2010,03174,Store Credit,650.00
Credit Sale,19.10.2010,03185,Store Credit,220.00
Credit Sale,20.10.2010,00627,Clinical Services,500.00
Credit Sale,20.10.2010,00710,AIServices,600.00
Credit Sale,20.10.2010,00710,AIServices,600.00
Credit Sale,20.10.2010,00942,Store Credit,298.00
Credit Sale,20.10.2010,01070,Store Credit,"2,540.00"
Credit Sale,20.10.2010,01167,Clinical Services,"1,100.00"
Credit Sale,20.10.2010,01274,AIServices,600.00
Credit Sale,20.10.2010,01421,Store Credit,"2,500.00"
Credit Sale,20.10.2010,01937,Store Credit,"1,250.00"
Credit Sale,20.10.2010,01960,Store Credit,"1,420.00"
Credit Sale,20.10.2010,01975,Store Credit,129.00
Credit Sale,20.10.2010,01994,AIServices,"1,000.00"
Credit Sale,20.10.2010,02170,Store Credit,"1,950.00"
Credit Sale,20.10.2010,02496,Store Credit,"1,690.00"
Credit Sale,20.10.2010,02533,Store Credit,"1,540.00"
Credit Sale,20.10.2010,02573,Store Credit,"1,270.00"
Credit Sale,20.10.2010,02603,Store Credit,"1,270.00"
Credit Sale,20.10.2010,02633,Store Credit,"1,270.00"
Credit Sale,21.10.2010,00010,Clinical Services,"1,350.00"
Credit Sale,21.10.2010,00057,Store Credit,650.00
Credit Sale,21.10.2010,00363,Store Credit,193.00
Credit Sale,21.10.2010,00502,Store Credit,650.00
Credit Sale,21.10.2010,00577,Store Credit,"1,490.00"
Credit Sale,21.10.2010,00687,Store Credit,"2,200.00"
Credit Sale,21.10.2010,00768,Store Credit,"1,400.00"
Credit Sale,21.10.2010,00775,Store Credit,"1,640.00"
Credit Sale,21.10.2010,01118,Clinical Services,"3,100.00"
Credit Sale,21.10.2010,01163,Store Credit,380.00
Credit Sale,21.10.2010,01310,Store Credit,"2,540.00"
Credit Sale,21.10.2010,01342,Store Credit,"1,100.00"
Credit Sale,21.10.2010,01501,Store Credit,"1,690.00"
Credit Sale,21.10.2010,01520,Store Credit,193.00
Credit Sale,21.10.2010,01553,Store Credit,"1,400.00"
Credit Sale,21.10.2010,01612,Store Credit,"1,400.00"
Credit Sale,21.10.2010,01863,Store Credit,420.00
Credit Sale,21.10.2010,01989,Store Credit,"1,900.00"
Credit Sale,21.10.2010,02018,Store Credit,"4,200.00"
Credit Sale,21.10.2010,02086,Store Credit,"1,250.00"
Credit Sale,21.10.2010,02184,Store Credit,"1,100.00"
Credit Sale,21.10.2010,02298,Store Credit,840.00
Credit Sale,21.10.2010,02604,Store Credit,298.00
Credit Sale,21.10.2010,02691,Store Credit,193.00
Credit Sale,21.10.2010,02850,Store Credit,"1,610.00"
Credit Sale,21.10.2010,02978,Store Credit,129.00
Credit Sale,21.10.2010,02992,Store Credit,"1,400.00"
Credit Sale,21.10.2010,03006,Store Credit,"3,760.00"
Credit Sale,21.10.2010,03136,Store Credit,650.00
Credit Sale,22.10.2010,00240,Store Credit,55.00
Credit Sale,22.10.2010,00311,Store Credit,"3,020.00"
Credit Sale,22.10.2010,00635,Store Credit,"1,400.00"
Credit Sale,22.10.2010,00655,Store Credit,"2,065.00"
Credit Sale,22.10.2010,01259,Store Credit,"2,520.00"
Credit Sale,22.10.2010,01265,Store Credit,"1,715.00"
Credit Sale,22.10.2010,01345,Store Credit,"2,665.00"
Credit Sale,22.10.2010,01526,Store Credit,650.00
Credit Sale,22.10.2010,01580,Clinical Services,"1,100.00"
Credit Sale,22.10.2010,02062,Clinical Services,"1,300.00"
Credit Sale,22.10.2010,02062,Store Credit,298.00
Credit Sale,22.10.2010,02117,Store Credit,295.00
Credit Sale,22.10.2010,02276,Store Credit,"1,270.00"
Credit Sale,22.10.2010,02277,Store Credit,295.00
Credit Sale,22.10.2010,02380,Store Credit,"3,810.00"
Credit Sale,22.10.2010,02407,Store Credit,295.00
Credit Sale,22.10.2010,02411,Store Credit,298.00
Credit Sale,22.10.2010,02650,Store Credit,"1,568.00"
Credit Sale,22.10.2010,02654,Store Credit,"2,110.00"
Credit Sale,22.10.2010,02776,Store Credit,"1,400.00"
Credit Sale,22.10.2010,02876,Clinical Services,"4,300.00"
Credit Sale,22.10.2010,02892,Clinical Services,600.00
Credit Sale,22.10.2010,02957,Store Credit,"1,820.00"
Credit Sale,22.10.2010,03165,Store Credit,"1,330.00"
Credit Sale,23.10.2010,00029,Store Credit,910.00
Credit Sale,23.10.2010,00214,Store Credit,500.00
Credit Sale,23.10.2010,00214,Store Credit,"1,379.00"
Credit Sale,23.10.2010,00318,Store Credit,450.00
Credit Sale,23.10.2010,00325,Store Credit,450.00
Credit Sale,23.10.2010,00388,Store Credit,298.00
Credit Sale,23.10.2010,00423,Store Credit,"1,420.00"
Credit Sale,23.10.2010,00547,Store Credit,120.00
Credit Sale,23.10.2010,00650,Store Credit,"1,358.00"
Credit Sale,23.10.2010,00664,Store Credit,"1,250.00"
Credit Sale,23.10.2010,01118,Store Credit,756.00
Credit Sale,23.10.2010,01460,Store Credit,"1,270.00"
Credit Sale,23.10.2010,01596,Store Credit,"1,100.00"
Credit Sale,23.10.2010,01645,Store Credit,650.00
Credit Sale,23.10.2010,01770,Store Credit,315.00
Credit Sale,23.10.2010,01780,Store Credit,129.00
Credit Sale,23.10.2010,01867,Store Credit,450.00
Credit Sale,23.10.2010,01905,Store Credit,"2,290.00"
Credit Sale,23.10.2010,01975,AIServices,"1,000.00"
Credit Sale,23.10.2010,02000,Store Credit,"3,920.00"
Credit Sale,23.10.2010,02180,Store Credit,400.00
Credit Sale,23.10.2010,02221,Store Credit,"1,270.00"
Credit Sale,23.10.2010,02270,Store Credit,"1,420.00"
Credit Sale,23.10.2010,02384,Store Credit,230.00
Credit Sale,23.10.2010,02399,Store Credit,"1,270.00"
Credit Sale,23.10.2010,02407,Clinical Services,800.00
Credit Sale,23.10.2010,02499,Store Credit,170.00
Credit Sale,23.10.2010,02534,Store Credit,450.00
Credit Sale,23.10.2010,02743,Store Credit,650.00
Credit Sale,23.10.2010,02841,Clinical Services,"2,500.00"
Credit Sale,23.10.2010,02904,Store Credit,450.00
Credit Sale,23.10.2010,02998,Store Credit,"1,720.00"
Credit Sale,23.10.2010,03086,Store Credit,450.00
Credit Sale,23.10.2010,03184,Store Credit,"1,420.00"
Credit Sale,24.10.2010,00010,Clinical Services,"1,000.00"
Credit Sale,24.10.2010,00034,Store Credit,910.00
Credit Sale,24.10.2010,00045,Store Credit,"2,710.00"
Credit Sale,24.10.2010,00454,Store Credit,"1,270.00"
Credit Sale,24.10.2010,00454,Store Credit,"1,420.00"
Credit Sale,24.10.2010,00547,Store Credit,295.00
Credit Sale,24.10.2010,01340,Store Credit,120.00
Credit Sale,24.10.2010,01732,Store Credit,295.00
Credit Sale,24.10.2010,01874,Store Credit,230.00
Credit Sale,24.10.2010,02018,AIServices,"1,000.00"
Credit Sale,24.10.2010,02035,Store Credit,"1,070.00"
Credit Sale,24.10.2010,02170,Store Credit,"1,250.00"
Credit Sale,24.10.2010,02425,Store Credit,"1,100.00"
Credit Sale,24.10.2010,02604,Clinical Services,"1,500.00"
Credit Sale,24.10.2010,02745,Store Credit,"1,270.00"
Credit Sale,24.10.2010,02852,AIServices,600.00
Credit Sale,24.10.2010,02859,Store Credit,400.00
Credit Sale,24.10.2010,02882,Store Credit,"1,270.00"
Credit Sale,24.10.2010,02892,Store Credit,"1,300.00"
Credit Sale,24.10.2010,03084,AIServices,600.00
Credit Sale,25.10.2010,00339,Store Credit,"2,050.00"
Credit Sale,25.10.2010,00498,Store Credit,910.00
Credit Sale,25.10.2010,00585,Clinical Services,"1,000.00"
Credit Sale,25.10.2010,00608,Clinical Services,"1,100.00"
Credit Sale,25.10.2010,00619,Store Credit,"1,810.00"
Credit Sale,25.10.2010,00680,Store Credit,230.00
Credit Sale,25.10.2010,00706,Store Credit,650.00
Credit Sale,25.10.2010,00757,Store Credit,650.00
Credit Sale,25.10.2010,00794,Store Credit,230.00
Credit Sale,25.10.2010,01262,Store Credit,668.00
Credit Sale,25.10.2010,01589,Store Credit,910.00
Credit Sale,25.10.2010,01763,Store Credit,"2,200.00"
Credit Sale,25.10.2010,01784,Store Credit,"1,270.00"
Credit Sale,25.10.2010,01950,Store Credit,"1,400.00"
Credit Sale,25.10.2010,01998,Store Credit,"2,518.00"
Credit Sale,25.10.2010,02118,Store Credit,129.00
Credit Sale,25.10.2010,02208,Store Credit,450.00
Credit Sale,25.10.2010,02336,Store Credit,"1,655.00"
Credit Sale,25.10.2010,02380,Store Credit,"2,540.00"
Credit Sale,25.10.2010,02618,Store Credit,650.00
Credit Sale,25.10.2010,02633,Store Credit,"1,270.00"
Credit Sale,25.10.2010,02706,Store Credit,650.00
Credit Sale,25.10.2010,02808,Store Credit,"1,100.00"
Credit Sale,25.10.2010,02998,Store Credit,676.00
Credit Sale,26.10.2010,00579,Clinical Services,"1,100.00"
Credit Sale,26.10.2010,00710,AIServices,"1,000.00"
