Type,Date,Member Number,Class,Route,Amount,,
Credit Sale,03.10.2010,01290,Store Credit,R017,"1,250.00",,
Credit Sale,03.10.2010,01292,Store Credit,R007,"1,115.00",,
Credit Sale,03.10.2010,01577,Store Credit,R022,190.00,,
Credit Sale,03.10.2010,02058,Store Credit,R031,"1,270.00",,
Credit Sale,03.10.2010,02078,Store Credit,R009,"2,070.00",,
Credit Sale,03.10.2010,02250,Store Credit,R019,"1,270.00",,
Credit Sale,03.10.2010,02277,Store Credit,R028,265.00,,
Credit Sale,03.10.2010,02358,Clinical Services,,500.00,,
Credit Sale,03.10.2010,02384,Store Credit,R019,"1,540.00",,
Credit Sale,03.10.2010,02808,Store Credit,R017,"1,250.00",,
Credit Sale,03.10.2010,03038,Store Credit,R019,"1,270.00",,
Credit Sale,03.10.2010,03086,Store Credit,R019,"1,270.00",,
Credit Sale,04.10.2010,00029,Store Credit,R001,930.00,,
Credit Sale,04.10.2010,00133,Store Credit,R004,298.00,,
Credit Sale,04.10.2010,00149,Store Credit,R023,380.00,,
Credit Sale,04.10.2010,00264,Store Credit,R002,420.00,,
Credit Sale,04.10.2010,00309,Store Credit,R019,"1,270.00",,
Credit Sale,04.10.2010,00388,Store Credit,R001,"3,882.00",,
Credit Sale,04.10.2010,00388,Store Credit,R001,"3,882.00",,
Credit Sale,04.10.2010,00428,Store Credit,R009,760.00,,
Credit Sale,04.10.2010,00608,Store Credit,R002,"1,690.00",,
Credit Sale,04.10.2010,00716,Store Credit,R002,945.00,,
Credit Sale,04.10.2010,00757,Store Credit,R002,650.00,,
Credit Sale,04.10.2010,01030,Store Credit,R004,925.00,,
Credit Sale,04.10.2010,01077,Clinical Services,,600.00,,
Credit Sale,04.10.2010,01163,Store Credit,R020,"2,365.00",,
Credit Sale,04.10.2010,01163,Store Credit,R020,63.00,,
Credit Sale,04.10.2010,01282,Store Credit,R023,"1,800.00",,
Credit Sale,04.10.2010,01306,Store Credit,R020,"1,420.00",,
Credit Sale,04.10.2010,01421,Store Credit,R009,650.00,,
Credit Sale,04.10.2010,01580,Store Credit,R001,"1,640.00",,
Credit Sale,04.10.2010,01626,Store Credit,R016,"2,720.00",,
Credit Sale,04.10.2010,01702,Store Credit,R019,"1,270.00",,
Credit Sale,04.10.2010,01827,Store Credit,R028,420.00,,
Credit Sale,04.10.2010,02018,Clinical Services,,"1,500.00",,
Credit Sale,04.10.2010,02018,Store Credit,R006,"3,810.00",,
Credit Sale,04.10.2010,02046,Store Credit,R002,"1,270.00",,
Credit Sale,04.10.2010,02075,Store Credit,R001,"6,530.00",,
Credit Sale,04.10.2010,02092,Store Credit,R002,"2,760.00",,
Credit Sale,04.10.2010,02099,Store Credit,R010,"1,783.00",,
Credit Sale,04.10.2010,02222,Store Credit,R019,55.00,,
Credit Sale,04.10.2010,02250,Store Credit,R019,700.00,,
Credit Sale,04.10.2010,02276,Store Credit,R028,"1,270.00",,
Credit Sale,04.10.2010,02330,Store Credit,R006,573.00,,
Credit Sale,04.10.2010,02357,Store Credit,R002,"1,300.00",,
Credit Sale,04.10.2010,02483,Store Credit,R005,"1,420.00",,
Credit Sale,04.10.2010,02553,Store Credit,R023,380.00,,
Credit Sale,04.10.2010,02604,Store Credit,R003,"3,620.00",,
Credit Sale,04.10.2010,02619,Store Credit,R013,"1,270.00",,
Credit Sale,04.10.2010,02668,Store Credit,R006,"1,270.00",,
Credit Sale,04.10.2010,02691,Store Credit,R017,650.00,,
Credit Sale,04.10.2010,02845,Store Credit,R006,"1,565.00",,
Credit Sale,04.10.2010,02858,Store Credit,R028,"1,270.00",,
Credit Sale,04.10.2010,02859,Store Credit,R009,380.00,,
Credit Sale,04.10.2010,02893,Store Credit,R013,"1,270.00",,
Credit Sale,04.10.2010,02941,AIServices,,600.00,,
Credit Sale,04.10.2010,03016,Store Credit,R020,380.00,,
Credit Sale,04.10.2010,03076,Store Credit,R019,"1,270.00",,
Credit Sale,05.10.2010,00026,Store Credit,R001,"1,341.00",,
Credit Sale,05.10.2010,00044,Store Credit,R003,"6,350.00",,
Credit Sale,05.10.2010,00045,AIServices,,"1,000.00",,
Credit Sale,05.10.2010,00045,Clinical Services,,"1,900.00",,
Credit Sale,05.10.2010,00056,Store Credit,R003,"2,669.00",,
Credit Sale,05.10.2010,00266,Store Credit,R002,"1,070.00",,
Credit Sale,05.10.2010,00332,Store Credit,R017,"1,379.00",,
Credit Sale,05.10.2010,00360,Store Credit,R002,650.00,,
Credit Sale,05.10.2010,00454,Store Credit,R009,"1,630.00",,
Credit Sale,05.10.2010,00578,Store Credit,R003,298.00,,
Credit Sale,05.10.2010,00579,Store Credit,R002,"2,260.00",,
Credit Sale,05.10.2010,00706,Store Credit,R002,361.00,,
Credit Sale,05.10.2010,00751,Store Credit,R001,"4,330.00",,
Credit Sale,05.10.2010,00776,Store Credit,R001,"2,340.00",,
Credit Sale,05.10.2010,00781,Store Credit,R006,"1,650.00",,
Credit Sale,05.10.2010,00794,Store Credit,R011,"1,390.00",,
Credit Sale,05.10.2010,00844,Clinical Services,,"2,000.00",,
Credit Sale,05.10.2010,00863,Store Credit,R011,"1,220.00",,
Credit Sale,05.10.2010,00934,Store Credit,R002,295.00,,
Credit Sale,05.10.2010,00952,Store Credit,R011,218.00,,
Credit Sale,05.10.2010,01110,Store Credit,R003,170.00,,
Credit Sale,05.10.2010,01233,Store Credit,R014,380.00,,
Credit Sale,05.10.2010,01274,Clinical Services,,"1,000.00",,
Credit Sale,05.10.2010,01274,Store Credit,R002,"2,325.00",,
Credit Sale,05.10.2010,01291,Store Credit,R016,420.00,,
Credit Sale,05.10.2010,01385,Store Credit,R002,840.00,,
Credit Sale,05.10.2010,01464,Store Credit,R020,380.00,,
Credit Sale,05.10.2010,01589,Store Credit,R017,"1,300.00",,
Credit Sale,05.10.2010,01720,Store Credit,R009,"3,020.00",,
Credit Sale,05.10.2010,01763,Clinical Services,,850.00,,
Credit Sale,05.10.2010,01765,Store Credit,R016,"1,420.00",,
Credit Sale,05.10.2010,01770,Store Credit,R003,315.00,,
Credit Sale,05.10.2010,01979,Store Credit,R017,650.00,,
Credit Sale,05.10.2010,01995,Store Credit,R028,650.00,,
Credit Sale,05.10.2010,01998,Store Credit,R002,610.00,,
Credit Sale,05.10.2010,02012,Store Credit,R009,400.00,,
Credit Sale,05.10.2010,02018,Clinical Services,,"5,050.00",,
Credit Sale,05.10.2010,02034,Store Credit,R006,460.00,,
Credit Sale,05.10.2010,02092,Store Credit,R002,193.00,,
Credit Sale,05.10.2010,02093,Store Credit,R017,"1,720.00",,
Credit Sale,05.10.2010,02113,Store Credit,R006,"1,565.00",,
Credit Sale,05.10.2010,02170,Store Credit,R009,"2,500.00",,
Credit Sale,05.10.2010,02332,Store Credit,R007,"1,760.00",,
Credit Sale,05.10.2010,02358,Store Credit,R016,420.00,,
Credit Sale,05.10.2010,02380,Store Credit,R002,"5,080.00",,
Credit Sale,05.10.2010,02434,Store Credit,R001,"1,790.00",,
Credit Sale,05.10.2010,02440,Store Credit,R005,"1,610.00",,
Credit Sale,05.10.2010,02486,Store Credit,R011,252.00,,
Credit Sale,05.10.2010,02543,Store Credit,R007,316.00,,
Credit Sale,05.10.2010,02563,Store Credit,R022,380.00,,
Credit Sale,05.10.2010,02603,Store Credit,R028,"1,270.00",,
Credit Sale,05.10.2010,02899,Store Credit,R014,218.00,,
Credit Sale,05.10.2010,02966,Store Credit,R017,"2,730.00",,
Credit Sale,05.10.2010,02997,Store Credit,R022,"1,030.00",,
Credit Sale,05.10.2010,03062,Store Credit,R011,510.00,,
Credit Sale,06.10.2010,00096,Clinical Services,,"3,500.00",,
Credit Sale,06.10.2010,00198,Store Credit,R002,460.00,,
Credit Sale,06.10.2010,00302,Clinical Services,,"1,900.00",,
Credit Sale,06.10.2010,00305,Store Credit,R002,840.00,,
Credit Sale,06.10.2010,00412,Store Credit,R009,"1,250.00",,
Credit Sale,06.10.2010,00423,Store Credit,R016,"1,420.00",,
Credit Sale,06.10.2010,00579,Store Credit,R002,460.00,,
Credit Sale,06.10.2010,00655,Store Credit,R005,129.00,,
Credit Sale,06.10.2010,00816,Store Credit,R005,"1,030.00",,
Credit Sale,06.10.2010,00913,Store Credit,R002,"1,500.00",,
Credit Sale,06.10.2010,00954,Store Credit,R011,650.00,,
Credit Sale,06.10.2010,01011,Store Credit,R017,690.00,,
Credit Sale,06.10.2010,01066,Store Credit,R002,420.00,,
Credit Sale,06.10.2010,01082,Store Credit,R002,880.00,,
Credit Sale,06.10.2010,01262,Store Credit,R001,638.00,,
Credit Sale,06.10.2010,01310,Store Credit,R002,"2,540.00",,
Credit Sale,06.10.2010,01413,Store Credit,R002,840.00,,
Credit Sale,06.10.2010,01510,Store Credit,R017,420.00,,
Credit Sale,06.10.2010,01533,Clinical Services,,600.00,,
Credit Sale,06.10.2010,01597,Store Credit,R001,"9,500.00",,
Credit Sale,06.10.2010,01612,Store Credit,R002,"1,300.00",,
Credit Sale,06.10.2010,01740,Store Credit,R008,"1,270.00",,
Credit Sale,06.10.2010,01784,Store Credit,R005,650.00,,
Credit Sale,06.10.2010,01865,Store Credit,R004,460.00,,
Credit Sale,06.10.2010,01936,Store Credit,R017,420.00,,
Credit Sale,06.10.2010,01998,Store Credit,R001,380.00,,
Credit Sale,06.10.2010,02046,Store Credit,R002,715.00,,
Credit Sale,06.10.2010,02048,Store Credit,R008,"1,650.00",,
Credit Sale,06.10.2010,02161,Store Credit,R002,"5,920.00",,
Credit Sale,06.10.2010,02298,Store Credit,R013,"4,060.00",,
Credit Sale,06.10.2010,02310,Store Credit,R002,"2,245.00",,
Credit Sale,06.10.2010,02357,Store Credit,R002,460.00,,
Credit Sale,06.10.2010,02676,Store Credit,R004,"1,840.00",,
Credit Sale,06.10.2010,02759,Store Credit,R012,"2,200.00",,
Credit Sale,06.10.2010,02838,Store Credit,R019,"1,690.00",,
Credit Sale,06.10.2010,02846,Store Credit,R012,386.00,,
Credit Sale,06.10.2010,02892,Clinical Services,,"3,500.00",,
Credit Sale,06.10.2010,02897,Store Credit,R019,650.00,,
Credit Sale,06.10.2010,02992,Store Credit,R006,"1,270.00",,
Credit Sale,06.10.2010,03019,Store Credit,R022,295.00,,
Credit Sale,06.10.2010,03078,Store Credit,R002,"1,270.00",,
Credit Sale,06.10.2010,03086,Store Credit,R019,"1,070.00",,
Credit Sale,07.10.2010,00051,Store Credit,R020,"1,220.00",,
Credit Sale,07.10.2010,00194,Store Credit,R002,"1,640.00",,
Credit Sale,07.10.2010,00195,Store Credit,R002,"1,598.00",,
Credit Sale,07.10.2010,00240,Store Credit,R004,55.00,,
Credit Sale,07.10.2010,00374,Store Credit,R001,"2,268.00",,
Credit Sale,07.10.2010,00375,Store Credit,R028,340.00,,
Credit Sale,07.10.2010,01044,Store Credit,R001,"4,700.00",,
Credit Sale,07.10.2010,01144,Store Credit,R002,650.00,,
Credit Sale,07.10.2010,01161,Store Credit,R006,"1,565.00",,
Credit Sale,07.10.2010,01342,Store Credit,R017,420.00,,
Credit Sale,07.10.2010,01520,Store Credit,R009,760.00,,
Credit Sale,07.10.2010,01553,Store Credit,R006,"1,820.00",,
Credit Sale,07.10.2010,01568,Clinical Services,,"1,100.00",,
Credit Sale,07.10.2010,01702,Store Credit,R019,420.00,,
Credit Sale,07.10.2010,01732,Store Credit,R017,"1,545.00",,
Credit Sale,07.10.2010,01799,Store Credit,R006,400.00,,
Credit Sale,07.10.2010,01936,Store Credit,R017,129.00,,
Credit Sale,07.10.2010,02000,Store Credit,R004,870.00,,
Credit Sale,07.10.2010,02062,Store Credit,R001,"1,700.00",,
Credit Sale,07.10.2010,02162,Store Credit,R009,"1,420.00",,
Credit Sale,07.10.2010,02271,Store Credit,R009,380.00,,
Credit Sale,07.10.2010,02271,Store Credit,R009,380.00,,
Credit Sale,07.10.2010,02306,Store Credit,R019,420.00,,
Credit Sale,07.10.2010,02412,Store Credit,R007,"2,800.00",,
Credit Sale,07.10.2010,02481,Store Credit,R012,394.00,,
Credit Sale,07.10.2010,02533,Store Credit,R007,"1,420.00",,
Credit Sale,07.10.2010,02633,Store Credit,R001,"1,150.00",,
Credit Sale,07.10.2010,02649,Store Credit,R028,650.00,,
Credit Sale,07.10.2010,02724,Store Credit,R001,"3,486.00",,
Credit Sale,07.10.2010,02787,Store Credit,R017,420.00,,
Credit Sale,07.10.2010,02850,Clinical Services,,700.00,,
Credit Sale,07.10.2010,02855,Store Credit,R004,945.00,,
Credit Sale,07.10.2010,02911,Store Credit,R001,"2,059.00",,
Credit Sale,07.10.2010,02991,Store Credit,R011,"1,440.00",,
Credit Sale,07.10.2010,03077,Store Credit,R019,650.00,,
Credit Sale,07.10.2010,03136,Store Credit,R011,650.00,,
Credit Sale,07.10.2010,03140,Store Credit,R028,650.00,,
Credit Sale,07.10.2010,03163,Store Credit,R019,650.00,,
Credit Sale,08.10.2010,00240,Store Credit,R004,420.00,,
Credit Sale,08.10.2010,00311,Store Credit,R001,"1,260.00",,
Credit Sale,08.10.2010,00486,Store Credit,R020,"1,650.00",,
Credit Sale,08.10.2010,00577,Store Credit,R002,"1,300.00",,
Credit Sale,08.10.2010,00778,Store Credit,R002,"1,430.00",,
Credit Sale,08.10.2010,00864,Store Credit,R002,"1,135.00",,
Credit Sale,08.10.2010,00924,Clinical Services,,600.00,,
Credit Sale,08.10.2010,01022,Store Credit,R011,650.00,,
Credit Sale,08.10.2010,01054,Store Credit,R004,549.00,,
Credit Sale,08.10.2010,01063,Store Credit,R002,"2,090.00",,
Credit Sale,08.10.2010,01658,Store Credit,R005,"2,370.00",,
Credit Sale,08.10.2010,01699,Store Credit,R011,880.00,,
Credit Sale,08.10.2010,01780,Store Credit,R004,745.00,,
Credit Sale,08.10.2010,02073,Store Credit,R005,"1,270.00",,
Credit Sale,08.10.2010,02170,Store Credit,R009,380.00,,
Credit Sale,08.10.2010,02250,Store Credit,R019,"1,270.00",,
Credit Sale,08.10.2010,02357,Store Credit,R002,"1,270.00",,
Credit Sale,08.10.2010,02466,Store Credit,R022,565.00,,
Credit Sale,08.10.2010,02466,Store Credit,R022,129.00,,
Credit Sale,08.10.2010,02573,Store Credit,R028,650.00,,
Credit Sale,08.10.2010,02596,Store Credit,R016,650.00,,
Credit Sale,08.10.2010,02633,AIServices,,"1,000.00",,
Credit Sale,08.10.2010,02818,Store Credit,R002,650.00,,
Credit Sale,08.10.2010,02826,Store Credit,R012,190.00,,
Credit Sale,08.10.2010,02961,Store Credit,R001,"1,100.00",,
Credit Sale,08.10.2010,02998,Store Credit,R019,"2,540.00",,
Credit Sale,08.10.2010,03135,AIServices,,600.00,,
Credit Sale,08.10.2010,03148,Store Credit,R004,420.00,,
Credit Sale,08.10.2010,03165,Store Credit,R003,420.00,,
Credit Sale,09.10.2010,00189,Store Credit,R004,"1,420.00",,
Credit Sale,09.10.2010,00189,Store Credit,R004,420.00,,
Credit Sale,09.10.2010,00259,Store Credit,R001,"2,590.00",,
Credit Sale,09.10.2010,00320,AIServices,,600.00,,
Credit Sale,09.10.2010,00563,Clinical Services,,"1,100.00",,
Credit Sale,09.10.2010,01167,Store Credit,R001,"2,950.00",,
Credit Sale,09.10.2010,01421,Store Credit,R009,643.00,,
Credit Sale,09.10.2010,01435,Store Credit,R022,"1,420.00",,
Credit Sale,09.10.2010,01562,Store Credit,R017,"1,545.00",,
Credit Sale,09.10.2010,01905,Store Credit,R009,"3,000.00",,
Credit Sale,09.10.2010,02000,Store Credit,R001,"4,560.00",,
Credit Sale,09.10.2010,02002,Store Credit,R004,340.00,,
Credit Sale,09.10.2010,02021,Store Credit,R009,"1,250.00",,
Credit Sale,09.10.2010,02062,Store Credit,R007,298.00,,
Credit Sale,09.10.2010,02145,Store Credit,R001,"1,565.00",,
Credit Sale,09.10.2010,02184,Store Credit,R017,"1,250.00",,
Credit Sale,09.10.2010,02222,AIServices,,600.00,,
Credit Sale,09.10.2010,02300,Store Credit,R017,"1,670.00",,
Credit Sale,09.10.2010,02313,Store Credit,R001,"6,760.00",,
Credit Sale,09.10.2010,02380,AIServices,,"1,000.00",,
Credit Sale,09.10.2010,02380,Store Credit,R002,"5,080.00",,
Credit Sale,09.10.2010,02383,Clinical Services,,900.00,,
Credit Sale,09.10.2010,02453,Store Credit,R009,"1,420.00",,
Credit Sale,09.10.2010,02583,Clinical Services,,500.00,,
Credit Sale,09.10.2010,02610,Store Credit,R001,460.00,,
Credit Sale,09.10.2010,02633,Store Credit,R017,"2,078.00",,
Credit Sale,09.10.2010,02706,Store Credit,R002,"1,640.00",,
Credit Sale,09.10.2010,02787,Store Credit,R017,420.00,,
Credit Sale,09.10.2010,02842,Store Credit,R015,298.00,,
Credit Sale,09.10.2010,02871,Store Credit,R009,"1,250.00",,
Credit Sale,09.10.2010,02938,Store Credit,R002,593.00,,
Credit Sale,09.10.2010,03006,Store Credit,R017,"5,715.00",,
Credit Sale,09.10.2010,03149,Store Credit,R007,"1,613.00",,
Credit Sale,09.10.2010,03188,AIServices,,"1,000.00",,
Credit Sale,10.10.2010,01129,AIServices,,600.00,,
Credit Sale,10.10.2010,02113,Store Credit,R006,129.00,,
Credit Sale,10.10.2010,02364,Store Credit,R019,650.00,,
Credit Sale,10.10.2010,02496,Store Credit,R019,"1,720.00",,
Credit Sale,10.10.2010,02499,Store Credit,R019,129.00,,
Credit Sale,10.10.2010,02583,AIServices,,"1,000.00",,
Credit Sale,10.10.2010,02583,AIServices,,"1,000.00",,
Credit Sale,10.10.2010,02870,Store Credit,R019,193.00,,
Credit Sale,11.10.2010,00057,Store Credit,R006,"1,270.00",,
Credit Sale,11.10.2010,00173,Store Credit,R009,"1,270.00",,
Credit Sale,11.10.2010,00231,AIServices,,"1,000.00",,
Credit Sale,11.10.2010,00250,Store Credit,R017,126.00,,
Credit Sale,11.10.2010,00258,Store Credit,R001,"2,620.00",,
Credit Sale,11.10.2010,00367,Store Credit,R006,"2,570.00",,
Credit Sale,11.10.2010,00613,Store Credit,R001,"1,330.00",,
Credit Sale,11.10.2010,00623,Store Credit,R002,"1,270.00",,
Credit Sale,11.10.2010,00664,Store Credit,R009,"1,250.00",,
Credit Sale,11.10.2010,00687,Store Credit,R017,"1,250.00",,
Credit Sale,11.10.2010,00719,Store Credit,R017,"1,250.00",,
Credit Sale,11.10.2010,01093,Store Credit,R001,"1,270.00",,
Credit Sale,11.10.2010,01118,Store Credit,R002,298.00,,
Credit Sale,11.10.2010,01288,Store Credit,R016,"1,420.00",,
Credit Sale,11.10.2010,01342,Store Credit,R017,840.00,,
Credit Sale,11.10.2010,01377,Store Credit,R014,"1,100.00",,
Credit Sale,11.10.2010,01435,Store Credit,R022,230.00,,
Credit Sale,11.10.2010,01510,Store Credit,R017,295.00,,
Credit Sale,11.10.2010,01582,Store Credit,R017,"1,443.00",,
Credit Sale,11.10.2010,01596,Store Credit,R002,650.00,,
Credit Sale,11.10.2010,01612,Store Credit,R002,"2,070.00",,
Credit Sale,11.10.2010,01743,Store Credit,R002,"2,785.00",,
Credit Sale,11.10.2010,01849,Store Credit,R017,"1,250.00",,
Credit Sale,11.10.2010,01950,Store Credit,R006,"1,270.00",,
Credit Sale,11.10.2010,02018,Store Credit,R006,"3,810.00",,
Credit Sale,11.10.2010,02062,Store Credit,R007,"1,420.00",,
Credit Sale,11.10.2010,02095,Store Credit,R017,996.00,,
Credit Sale,11.10.2010,02100,Store Credit,R002,"1,260.00",,
Credit Sale,11.10.2010,02277,Store Credit,R028,"1,300.00",,
Credit Sale,11.10.2010,02633,Store Credit,R017,510.00,,
Credit Sale,11.10.2010,02842,Clinical Services,,"1,500.00",,
Credit Sale,11.10.2010,02873,Clinical Services,,"1,100.00",,
Credit Sale,11.10.2010,02892,Store Credit,R028,"1,420.00",,
Credit Sale,11.10.2010,03063,Store Credit,R007,295.00,,
Credit Sale,11.10.2010,03145,Store Credit,R002,"1,920.00",,
Credit Sale,12.10.2010,00087,Store Credit,R005,"1,650.00",,
Credit Sale,12.10.2010,00292,Store Credit,R002,650.00,,
Credit Sale,12.10.2010,00298,Store Credit,R028,230.00,,
Credit Sale,12.10.2010,00375,Store Credit,R028,"1,690.00",,
Credit Sale,12.10.2010,00585,Clinical Services,,"1,000.00",,
Credit Sale,12.10.2010,00680,Store Credit,R028,"1,920.00",,
Credit Sale,12.10.2010,00844,Store Credit,R003,420.00,,
Credit Sale,12.10.2010,00957,Store Credit,R003,"1,270.00",,
Credit Sale,12.10.2010,01060,Store Credit,R028,"1,270.00",,
Credit Sale,12.10.2010,01070,Store Credit,R028,"2,760.00",,
Credit Sale,12.10.2010,01345,Store Credit,R004,"1,370.00",,
Credit Sale,12.10.2010,01353,Store Credit,R011,650.00,,
Credit Sale,12.10.2010,01491,Store Credit,R028,"1,420.00",,
Credit Sale,12.10.2010,01491,Store Credit,R028,779.00,,
Credit Sale,12.10.2010,01810,AIServices,,"1,000.00",,
Credit Sale,12.10.2010,01989,Store Credit,R009,"3,470.00",,
Credit Sale,12.10.2010,02002,Store Credit,R004,"1,370.00",,
Credit Sale,12.10.2010,02086,Store Credit,R009,140.00,,
Credit Sale,12.10.2010,02113,Store Credit,R006,"1,270.00",,
Credit Sale,12.10.2010,02276,Store Credit,R028,"1,270.00",,
Credit Sale,12.10.2010,02392,Store Credit,R004,"1,520.00",,
Credit Sale,12.10.2010,02471,Store Credit,R009,"1,250.00",,
Credit Sale,12.10.2010,02496,Store Credit,R019,129.00,,
Credit Sale,12.10.2010,02534,Store Credit,R002,700.00,,
Credit Sale,12.10.2010,02745,Store Credit,R028,840.00,,
Credit Sale,12.10.2010,02801,Store Credit,R012,"1,270.00",,
Credit Sale,12.10.2010,02904,Store Credit,R002,"1,950.00",,
Credit Sale,12.10.2010,03019,AIServices,,600.00,,
Credit Sale,12.10.2010,03056,Store Credit,R005,440.00,,
Credit Sale,12.10.2010,03063,Store Credit,R007,170.00,,
Credit Sale,13.10.2010,00630,Store Credit,R011,"1,870.00",,
Credit Sale,13.10.2010,00664,Store Credit,R009,400.00,,
Credit Sale,13.10.2010,00772,Store Credit,R005,"1,399.00",,
Credit Sale,13.10.2010,00863,Store Credit,R011,"1,220.00",,
Credit Sale,13.10.2010,00998,Store Credit,R017,270.00,,
Credit Sale,13.10.2010,01077,Clinical Services,,"2,400.00",,
Credit Sale,13.10.2010,01153,Store Credit,R012,129.00,,
Credit Sale,13.10.2010,01265,Store Credit,R016,"1,420.00",,
Credit Sale,13.10.2010,01303,Store Credit,R007,"1,030.00",,
Credit Sale,13.10.2010,01306,Store Credit,R020,"1,270.00",,
Credit Sale,13.10.2010,01488,Store Credit,R019,"2,540.00",,
Credit Sale,13.10.2010,01529,Store Credit,R002,"1,300.00",,
Credit Sale,13.10.2010,01787,Store Credit,R002,"1,920.00",,
Credit Sale,13.10.2010,01795,Store Credit,R002,"4,395.00",,
Credit Sale,13.10.2010,01936,Store Credit,R017,"2,500.00",,
Credit Sale,13.10.2010,02119,Store Credit,R002,298.00,,
Credit Sale,13.10.2010,02221,Store Credit,R019,"1,270.00",,
Credit Sale,13.10.2010,02226,Store Credit,R020,650.00,,
Credit Sale,13.10.2010,02250,Store Credit,R019,"1,270.00",,
Credit Sale,13.10.2010,02365,Store Credit,R002,"2,050.00",,
Credit Sale,13.10.2010,02411,Store Credit,R011,"1,518.00",,
Credit Sale,13.10.2010,02583,Clinical Services,,"1,500.00",,
Credit Sale,13.10.2010,02688,Store Credit,R002,340.00,,
Credit Sale,13.10.2010,02850,Store Credit,R001,"1,920.00",,
Credit Sale,13.10.2010,02861,Store Credit,R002,"1,400.00",,
Credit Sale,13.10.2010,02882,Store Credit,R028,193.00,,
Credit Sale,13.10.2010,02902,Store Credit,R019,340.00,,
Credit Sale,13.10.2010,02957,Store Credit,R019,230.00,,
Credit Sale,13.10.2010,02979,Store Credit,R019,779.00,,
Credit Sale,13.10.2010,03149,Store Credit,R007,298.00,,
Credit Sale,13.10.2010,03174,Store Credit,R028,"1,135.00",,
Credit Sale,14.10.2010,00034,Store Credit,R001,"6,100.00",,
Credit Sale,14.10.2010,00056,Store Credit,R003,"2,540.00",,
Credit Sale,14.10.2010,00214,Clinical Services,,750.00,,
Credit Sale,14.10.2010,00234,Store Credit,R001,550.00,,
Credit Sale,14.10.2010,00380,Store Credit,R009,870.00,,
Credit Sale,14.10.2010,00388,AIServices,,"1,000.00",,
Credit Sale,14.10.2010,00635,Store Credit,R011,650.00,,
Credit Sale,14.10.2010,00710,AIServices,,600.00,,
Credit Sale,14.10.2010,00794,Store Credit,R011,770.00,,
Credit Sale,14.10.2010,00922,AIServices,,"1,000.00",,
Credit Sale,14.10.2010,01345,Store Credit,R004,670.00,,
Credit Sale,14.10.2010,01464,Store Credit,R020,"1,270.00",,
Credit Sale,14.10.2010,01763,Clinical Services,,800.00,,
Credit Sale,14.10.2010,01959,Store Credit,R016,"1,420.00",,
Credit Sale,14.10.2010,01998,Store Credit,R002,"1,000.00",,
Credit Sale,14.10.2010,02000,Store Credit,R001,"2,360.00",,
Credit Sale,14.10.2010,02171,Store Credit,R006,"1,420.00",,
Credit Sale,14.10.2010,02250,Store Credit,R019,193.00,,
Credit Sale,14.10.2010,02380,Clinical Services,,700.00,,
Credit Sale,14.10.2010,02380,Clinical Services,,800.00,,
Credit Sale,14.10.2010,02407,Store Credit,R016,"1,420.00",,
Credit Sale,14.10.2010,02412,Store Credit,R007,"1,410.00",,
Credit Sale,14.10.2010,02496,AIServices,,600.00,,
Credit Sale,14.10.2010,02654,Store Credit,R002,129.00,,
Credit Sale,14.10.2010,02658,Store Credit,R011,"1,420.00",,
Credit Sale,14.10.2010,02712,Store Credit,R001,"1,270.00",,
Credit Sale,14.10.2010,02821,Store Credit,R016,"1,420.00",,
Credit Sale,14.10.2010,02842,Clinical Services,,"1,400.00",,
Credit Sale,14.10.2010,02858,Store Credit,R028,"1,270.00",,
Credit Sale,14.10.2010,02859,Store Credit,R009,380.00,,
Credit Sale,14.10.2010,02892,Clinical Services,,800.00,,
Credit Sale,14.10.2010,02935,AIServices,,"1,000.00",,
Credit Sale,14.10.2010,02952,AIServices,,"1,000.00",,
Credit Sale,14.10.2010,03124,Store Credit,R028,"3,810.00",,
Credit Sale,15.10.2010,00339,Store Credit,R002,"2,793.00",,
Credit Sale,15.10.2010,00577,Store Credit,R002,"1,070.00",,
Credit Sale,15.10.2010,00706,AIServices,,600.00,,
Credit Sale,15.10.2010,00897,Store Credit,R001,"2,640.00",,
Credit Sale,15.10.2010,01022,Store Credit,R011,"1,070.00",,
Credit Sale,15.10.2010,01024,Store Credit,R002,"2,330.00",,
Credit Sale,15.10.2010,01118,Store Credit,R002,"2,550.00",,
Credit Sale,15.10.2010,01163,Store Credit,R020,460.00,,
Credit Sale,15.10.2010,01303,Store Credit,R007,"2,050.00",,
Credit Sale,15.10.2010,01369,AIServices,,600.00,,
Credit Sale,15.10.2010,01687,Store Credit,R005,"1,250.00",,
Credit Sale,15.10.2010,01789,Clinical Services,,200.00,,
Credit Sale,15.10.2010,01818,Store Credit,R016,"1,420.00",,
Credit Sale,15.10.2010,01994,Store Credit,R001,"7,360.00",,
Credit Sale,15.10.2010,01998,Store Credit,R006,"3,840.00",,
Credit Sale,15.10.2010,02120,Store Credit,R022,295.00,,
Credit Sale,15.10.2010,02170,Store Credit,R009,"1,420.00",,
Credit Sale,15.10.2010,02194,Store Credit,R028,420.00,,
Credit Sale,15.10.2010,02276,Store Credit,R028,420.00,,
Credit Sale,15.10.2010,02313,Clinical Services,,"1,200.00",,
Credit Sale,15.10.2010,02336,Store Credit,R019,510.00,,
Credit Sale,15.10.2010,02336,Store Credit,R019,193.00,,
Credit Sale,15.10.2010,02380,Store Credit,R002,"4,460.00",,
